,2,4,5,6,8,10,15,17,19,20,21,22,23,24,25,26,27,29,30
2,0.0,0.0, ,0.0,0.0,0.0, , , ,0.0, ,0.0, ,0.0, ,0.0, , , 
4,0.0,0.0, ,0.0,0.0,0.0, , , ,0.0, ,0.0, ,0.0, ,0.0, , , 
6,0.0,0.0, ,0.0,0.0,0.0, , , ,0.0, ,0.0, ,0.0, ,0.0, , , 
8,0.0,0.0, ,0.0,0.0,0.0, , , ,0.0, ,0.0, ,0.0, ,0.0, , , 
10,0.0,0.0, ,0.0,0.0,0.0, , , ,0.0, ,0.0, ,0.0, ,0.0, , , 
16, , , , , , ,0.0,0.0,0.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0, 
18, , , , , , ,0.0,0.0,0.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0, 
20, , , , , , ,0.0,0.0,0.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0, 
22, , , , , , ,0.0,0.0,0.0, ,0.0, ,0.0, ,0.0, ,1.78340223211e-06,0.0, 
24, , , , , , ,0.0,0.0,0.0, ,0.0, ,1.60714601405e-06, ,0.0, ,0.0,0.0, 
26, , , , , , ,0.0,0.0,0.0, ,0.0, ,1.24957358305e-06, ,0.0, ,0.0,2.80897298333e-06, 
28, , , , , , ,0.0,0.0,0.0, ,0.0, ,0.0, ,0.0, ,1.06223417595e-06,0.0, 
30, , , , , , ,0.0,0.0,0.0, ,0.0, ,1.4973556699e-06, ,0.0, ,0.0,0.0, 
50, , , , , , ,0.0, , ,0.0, , , , ,0.0, , , ,0.0
60, , , , , , ,0.0, , ,0.0, , , , ,1.85135130137e-06, , , ,0.0
70, , , , , , ,0.0, , ,0.0, , , , ,0.0, , , ,0.0
80, , , , , , ,0.0, , ,0.0, , , , ,0.0, , , ,0.0
90,0.0, ,0.0, ,0.0, ,0.0, , ,0.0, , , , ,0.0, , , ,0.0
92,0.0, ,0.0, ,0.0, , , , , , , , , , , , , , 
94,0.0, ,0.0, ,0.0, , , , , , , , , , , , , , 
96,0.0, ,0.0, ,0.0, , , , , , , , , , , , , , 
98,0.0, ,0.0, ,0.0, , , , , , , , , , , , , , 
100,0.0, ,0.0, ,0.0, ,0.0, , ,0.0, , , , ,0.0, , , ,0.0
